pid,TARIFF
79112,TARIFF_OPTION_87
79112,TARIFF_OPTION_105
79112,TARIFF_OPTION_110
79112,TARIFF_OPTION_111
79113,TARIFF_OPTION_87
79114,TARIFF_OPTION_87
79116,TARIFF_OPTION_93
79117,TARIFF_OPTION_87
79119,TARIFF_OPTION_87
79121,TARIFF_OPTION_88
79123,TARIFF_OPTION_87
79124,TARIFF_OPTION_87
79125,TARIFF_OPTION_87
79126,TARIFF_OPTION_87
79127,TARIFF_OPTION_87
79128,TARIFF_OPTION_87
79129,TARIFF_OPTION_87
79130,TARIFF_OPTION_87
79131,TARIFF_OPTION_87
79132,TARIFF_OPTION_87
79132,TARIFF_OPTION_105
79132,TARIFF_OPTION_110
79132,TARIFF_OPTION_111
79133,TARIFF_OPTION_87
79133,TARIFF_OPTION_97
79134,TARIFF_OPTION_87
79135,TARIFF_OPTION_87
79135,TARIFF_OPTION_105
79135,TARIFF_OPTION_110
79135,TARIFF_OPTION_111
79136,TARIFF_OPTION_87
79137,TARIFF_OPTION_87
79138,TARIFF_OPTION_93
79140,TARIFF_OPTION_87
79141,TARIFF_OPTION_87
79141,TARIFF_OPTION_88
79142,TARIFF_OPTION_87
79142,TARIFF_OPTION_97
79143,TARIFF_OPTION_87
79144,TARIFF_OPTION_87
79144,TARIFF_OPTION_97
79145,TARIFF_OPTION_87
79146,TARIFF_OPTION_87
79147,TARIFF_OPTION_87
79148,TARIFF_OPTION_87
79149,TARIFF_OPTION_87
79150,TARIFF_OPTION_87
79151,TARIFF_OPTION_87
79152,TARIFF_OPTION_87
79153,TARIFF_OPTION_87
79154,TARIFF_OPTION_87
79155,TARIFF_OPTION_87
79157,TARIFF_OPTION_87
79158,TARIFF_OPTION_87
79159,TARIFF_OPTION_87
79160,TARIFF_OPTION_87
79161,TARIFF_OPTION_87
79161,TARIFF_OPTION_95
79161,TARIFF_OPTION_97
79161,TARIFF_OPTION_118
79162,TARIFF_OPTION_87
79163,TARIFF_OPTION_87
79164,TARIFF_OPTION_87
79165,TARIFF_OPTION_87
79166,TARIFF_OPTION_87
79166,TARIFF_OPTION_95
79166,TARIFF_OPTION_97
79166,TARIFF_OPTION_118
79167,TARIFF_OPTION_87
79168,TARIFF_OPTION_88
79172,TARIFF_OPTION_87
79173,TARIFF_OPTION_87
79174,TARIFF_OPTION_87
79175,TARIFF_OPTION_87
79175,TARIFF_OPTION_88
79176,TARIFF_OPTION_87
79177,TARIFF_OPTION_87
79179,TARIFF_OPTION_87
79180,TARIFF_OPTION_87
79181,TARIFF_OPTION_87
79181,TARIFF_OPTION_97
79181,TARIFF_OPTION_127
79182,TARIFF_OPTION_87
79183,TARIFF_OPTION_87
79183,TARIFF_OPTION_88
79185,TARIFF_OPTION_87
79185,TARIFF_OPTION_97
79186,TARIFF_OPTION_87
79187,TARIFF_OPTION_87
79188,TARIFF_OPTION_87
79189,TARIFF_OPTION_87
79190,TARIFF_OPTION_87
79191,TARIFF_OPTION_87
79192,TARIFF_OPTION_87
79194,TARIFF_OPTION_87
79195,TARIFF_OPTION_87
79195,TARIFF_OPTION_88
79196,TARIFF_OPTION_87
79197,TARIFF_OPTION_87
79198,TARIFF_OPTION_87
79199,TARIFF_OPTION_87
79200,TARIFF_OPTION_87
79200,TARIFF_OPTION_105
79200,TARIFF_OPTION_110
79200,TARIFF_OPTION_111
79201,TARIFF_OPTION_87
79202,TARIFF_OPTION_87
79202,TARIFF_OPTION_95
79202,TARIFF_OPTION_97
79202,TARIFF_OPTION_118
79203,TARIFF_OPTION_87
79203,TARIFF_OPTION_95
79203,TARIFF_OPTION_97
79203,TARIFF_OPTION_114
79204,TARIFF_OPTION_87
79204,TARIFF_OPTION_95
79204,TARIFF_OPTION_97
79204,TARIFF_OPTION_116
79204,TARIFF_OPTION_137
79205,TARIFF_OPTION_87
79205,TARIFF_OPTION_95
79205,TARIFF_OPTION_97
79205,TARIFF_OPTION_118
79206,TARIFF_OPTION_87
79206,TARIFF_OPTION_95
79206,TARIFF_OPTION_97
79206,TARIFF_OPTION_116
79206,TARIFF_OPTION_137
79207,TARIFF_OPTION_87
79207,TARIFF_OPTION_95
79207,TARIFF_OPTION_97
79207,TARIFF_OPTION_116
79207,TARIFF_OPTION_137
79208,TARIFF_OPTION_87
79208,TARIFF_OPTION_95
79208,TARIFF_OPTION_97
79208,TARIFF_OPTION_118
79209,TARIFF_OPTION_87
79209,TARIFF_OPTION_95
79209,TARIFF_OPTION_97
79209,TARIFF_OPTION_116
79209,TARIFF_OPTION_137
79210,TARIFF_OPTION_87
79210,TARIFF_OPTION_105
79210,TARIFF_OPTION_110
79210,TARIFF_OPTION_111
79211,TARIFF_OPTION_87
79212,TARIFF_OPTION_87
79212,TARIFF_OPTION_105
79212,TARIFF_OPTION_110
79212,TARIFF_OPTION_111
79213,TARIFF_OPTION_87
79213,TARIFF_OPTION_120
79213,TARIFF_OPTION_121
79214,TARIFF_OPTION_87
79214,TARIFF_OPTION_120
79214,TARIFF_OPTION_121
79215,TARIFF_OPTION_87
79215,TARIFF_OPTION_125
79215,TARIFF_OPTION_126
79216,TARIFF_OPTION_87
79216,TARIFF_OPTION_125
79216,TARIFF_OPTION_126
79217,TARIFF_OPTION_87
79217,TARIFF_OPTION_125
79217,TARIFF_OPTION_126
79218,TARIFF_OPTION_87
79218,TARIFF_OPTION_125
79218,TARIFF_OPTION_126
79219,TARIFF_OPTION_87
79219,TARIFF_OPTION_97
79220,TARIFF_OPTION_87
79220,TARIFF_OPTION_125
79220,TARIFF_OPTION_126
79221,TARIFF_OPTION_87
79221,TARIFF_OPTION_125
79221,TARIFF_OPTION_126
79222,TARIFF_OPTION_87
79222,TARIFF_OPTION_120
79222,TARIFF_OPTION_121
79223,TARIFF_OPTION_87
79223,TARIFF_OPTION_125
79223,TARIFF_OPTION_126
79224,TARIFF_OPTION_87
79224,TARIFF_OPTION_125
79224,TARIFF_OPTION_126
79225,TARIFF_OPTION_87
79225,TARIFF_OPTION_125
79225,TARIFF_OPTION_126
79226,TARIFF_OPTION_87
79226,TARIFF_OPTION_125
79226,TARIFF_OPTION_126
79227,TARIFF_OPTION_87
79227,TARIFF_OPTION_125
79227,TARIFF_OPTION_126
79228,TARIFF_OPTION_87
79228,TARIFF_OPTION_125
79228,TARIFF_OPTION_126
79229,TARIFF_OPTION_87
79229,TARIFF_OPTION_97
79230,TARIFF_OPTION_87
79230,TARIFF_OPTION_105
79230,TARIFF_OPTION_110
79230,TARIFF_OPTION_111
79231,TARIFF_OPTION_87
79231,TARIFF_OPTION_125
79231,TARIFF_OPTION_126
79232,TARIFF_OPTION_87
79232,TARIFF_OPTION_125
79232,TARIFF_OPTION_126
79233,TARIFF_OPTION_87
79233,TARIFF_OPTION_125
79233,TARIFF_OPTION_126
79234,TARIFF_OPTION_87
79234,TARIFF_OPTION_125
79234,TARIFF_OPTION_126
79235,TARIFF_OPTION_87
79235,TARIFF_OPTION_125
79235,TARIFF_OPTION_126
79236,TARIFF_OPTION_87
79236,TARIFF_OPTION_125
79236,TARIFF_OPTION_126
79237,TARIFF_OPTION_87
79237,TARIFF_OPTION_125
79237,TARIFF_OPTION_126
79238,TARIFF_OPTION_87
79238,TARIFF_OPTION_125
79238,TARIFF_OPTION_126
79239,TARIFF_OPTION_87
79239,TARIFF_OPTION_125
79239,TARIFF_OPTION_126
79240,TARIFF_OPTION_87
79240,TARIFF_OPTION_125
79240,TARIFF_OPTION_126
79241,TARIFF_OPTION_87
79241,TARIFF_OPTION_125
79241,TARIFF_OPTION_126
79242,TARIFF_OPTION_87
79242,TARIFF_OPTION_125
79242,TARIFF_OPTION_126
79243,TARIFF_OPTION_87
79243,TARIFF_OPTION_120
79243,TARIFF_OPTION_121
79244,TARIFF_OPTION_87
79244,TARIFF_OPTION_125
79244,TARIFF_OPTION_126
79245,TARIFF_OPTION_87
79245,TARIFF_OPTION_120
79245,TARIFF_OPTION_121
79246,TARIFF_OPTION_87
79246,TARIFF_OPTION_125
79246,TARIFF_OPTION_126
79247,TARIFF_OPTION_87
79247,TARIFF_OPTION_125
79247,TARIFF_OPTION_126
79248,TARIFF_OPTION_87
79248,TARIFF_OPTION_125
79248,TARIFF_OPTION_126
79249,TARIFF_OPTION_87
79249,TARIFF_OPTION_125
79249,TARIFF_OPTION_126
79250,TARIFF_OPTION_87
79250,TARIFF_OPTION_120
79250,TARIFF_OPTION_121
79251,TARIFF_OPTION_87
79251,TARIFF_OPTION_120
79251,TARIFF_OPTION_121
79252,TARIFF_OPTION_87
79252,TARIFF_OPTION_125
79252,TARIFF_OPTION_126
79253,TARIFF_OPTION_87
79253,TARIFF_OPTION_125
79253,TARIFF_OPTION_126
79254,TARIFF_OPTION_87
79254,TARIFF_OPTION_125
79254,TARIFF_OPTION_126
79255,TARIFF_OPTION_87
79255,TARIFF_OPTION_125
79255,TARIFF_OPTION_126
79256,TARIFF_OPTION_87
79256,TARIFF_OPTION_120
79256,TARIFF_OPTION_121
79257,TARIFF_OPTION_87
79257,TARIFF_OPTION_120
79257,TARIFF_OPTION_121
79258,TARIFF_OPTION_87
79258,TARIFF_OPTION_125
79258,TARIFF_OPTION_126
79259,TARIFF_OPTION_87
79259,TARIFF_OPTION_125
79259,TARIFF_OPTION_126
79260,TARIFF_OPTION_87
79260,TARIFF_OPTION_125
79260,TARIFF_OPTION_126
79261,TARIFF_OPTION_87
79261,TARIFF_OPTION_120
79261,TARIFF_OPTION_121
79262,TARIFF_OPTION_87
79262,TARIFF_OPTION_125
79262,TARIFF_OPTION_126
79263,TARIFF_OPTION_87
79263,TARIFF_OPTION_120
79263,TARIFF_OPTION_121
79264,TARIFF_OPTION_87
79264,TARIFF_OPTION_125
79264,TARIFF_OPTION_126
79265,TARIFF_OPTION_87
79265,TARIFF_OPTION_120
79265,TARIFF_OPTION_121
79266,TARIFF_OPTION_87
79266,TARIFF_OPTION_125
79266,TARIFF_OPTION_126
79267,TARIFF_OPTION_87
79267,TARIFF_OPTION_125
79267,TARIFF_OPTION_126
79268,TARIFF_OPTION_87
79268,TARIFF_OPTION_120
79268,TARIFF_OPTION_121
79269,TARIFF_OPTION_87
79269,TARIFF_OPTION_120
79269,TARIFF_OPTION_121
79270,TARIFF_OPTION_87
79270,TARIFF_OPTION_120
79270,TARIFF_OPTION_121
79271,TARIFF_OPTION_87
79271,TARIFF_OPTION_125
79271,TARIFF_OPTION_126
79272,TARIFF_OPTION_87
79272,TARIFF_OPTION_125
79272,TARIFF_OPTION_126
79273,TARIFF_OPTION_87
79273,TARIFF_OPTION_120
79273,TARIFF_OPTION_121
79274,TARIFF_OPTION_87
79274,TARIFF_OPTION_120
79274,TARIFF_OPTION_121
79275,TARIFF_OPTION_87
79275,TARIFF_OPTION_120
79275,TARIFF_OPTION_121
79276,TARIFF_OPTION_87
79276,TARIFF_OPTION_125
79276,TARIFF_OPTION_126
79277,TARIFF_OPTION_87
79277,TARIFF_OPTION_120
79277,TARIFF_OPTION_121
79278,TARIFF_OPTION_87
79278,TARIFF_OPTION_120
79278,TARIFF_OPTION_121
79279,TARIFF_OPTION_87
79279,TARIFF_OPTION_125
79279,TARIFF_OPTION_126
79280,TARIFF_OPTION_87
79280,TARIFF_OPTION_120
79280,TARIFF_OPTION_121
79281,TARIFF_OPTION_87
79281,TARIFF_OPTION_120
79281,TARIFF_OPTION_121
79282,TARIFF_OPTION_87
79282,TARIFF_OPTION_120
79282,TARIFF_OPTION_121
79283,TARIFF_OPTION_87
79283,TARIFF_OPTION_125
79283,TARIFF_OPTION_126
79284,TARIFF_OPTION_87
79284,TARIFF_OPTION_125
79284,TARIFF_OPTION_126
79285,TARIFF_OPTION_87
79285,TARIFF_OPTION_120
79285,TARIFF_OPTION_121
79286,TARIFF_OPTION_87
79286,TARIFF_OPTION_120
79286,TARIFF_OPTION_121
79287,TARIFF_OPTION_87
79287,TARIFF_OPTION_120
79287,TARIFF_OPTION_121
79288,TARIFF_OPTION_87
79288,TARIFF_OPTION_125
79288,TARIFF_OPTION_126
79289,TARIFF_OPTION_87
79289,TARIFF_OPTION_120
79289,TARIFF_OPTION_121
79290,TARIFF_OPTION_87
79290,TARIFF_OPTION_95
79290,TARIFF_OPTION_97
79290,TARIFF_OPTION_117
79291,TARIFF_OPTION_87
79291,TARIFF_OPTION_125
79291,TARIFF_OPTION_126
79292,TARIFF_OPTION_87
79292,TARIFF_OPTION_120
79292,TARIFF_OPTION_121
79293,TARIFF_OPTION_87
79293,TARIFF_OPTION_120
79293,TARIFF_OPTION_121
79294,TARIFF_OPTION_87
79294,TARIFF_OPTION_120
79294,TARIFF_OPTION_121
79295,TARIFF_OPTION_87
79295,TARIFF_OPTION_125
79295,TARIFF_OPTION_126
79296,TARIFF_OPTION_87
79296,TARIFF_OPTION_120
79296,TARIFF_OPTION_121
79297,TARIFF_OPTION_87
79297,TARIFF_OPTION_125
79297,TARIFF_OPTION_126
79298,TARIFF_OPTION_87
79298,TARIFF_OPTION_120
79298,TARIFF_OPTION_121
79299,TARIFF_OPTION_87
79299,TARIFF_OPTION_120
79299,TARIFF_OPTION_121
79300,TARIFF_OPTION_87
79300,TARIFF_OPTION_125
79300,TARIFF_OPTION_126
79301,TARIFF_OPTION_87
79301,TARIFF_OPTION_120
79301,TARIFF_OPTION_121
79302,TARIFF_OPTION_87
79303,TARIFF_OPTION_87
79303,TARIFF_OPTION_120
79303,TARIFF_OPTION_121
79304,TARIFF_OPTION_87
79304,TARIFF_OPTION_120
79304,TARIFF_OPTION_121
79305,TARIFF_OPTION_87
79305,TARIFF_OPTION_120
79305,TARIFF_OPTION_121
79306,TARIFF_OPTION_87
79306,TARIFF_OPTION_125
79306,TARIFF_OPTION_126
79307,TARIFF_OPTION_87
79307,TARIFF_OPTION_120
79307,TARIFF_OPTION_121
79308,TARIFF_OPTION_87
79308,TARIFF_OPTION_120
79308,TARIFF_OPTION_121
79309,TARIFF_OPTION_87
79309,TARIFF_OPTION_120
79309,TARIFF_OPTION_121
79310,TARIFF_OPTION_87
79310,TARIFF_OPTION_95
79310,TARIFF_OPTION_97
79310,TARIFF_OPTION_118
79311,TARIFF_OPTION_87
79311,TARIFF_OPTION_120
79311,TARIFF_OPTION_121
79312,TARIFF_OPTION_87
79312,TARIFF_OPTION_133
79313,TARIFF_OPTION_87
79313,TARIFF_OPTION_133
79314,TARIFF_OPTION_87
79314,TARIFF_OPTION_133
79315,TARIFF_OPTION_87
79315,TARIFF_OPTION_134
79316,TARIFF_OPTION_87
79316,TARIFF_OPTION_133
79317,TARIFF_OPTION_87
79317,TARIFF_OPTION_134
79318,TARIFF_OPTION_87
79318,TARIFF_OPTION_133
79319,TARIFF_OPTION_87
79319,TARIFF_OPTION_133
79320,TARIFF_OPTION_87
79320,TARIFF_OPTION_120
79320,TARIFF_OPTION_121
79321,TARIFF_OPTION_87
79321,TARIFF_OPTION_135
79322,TARIFF_OPTION_87
79322,TARIFF_OPTION_95
79322,TARIFF_OPTION_97
79322,TARIFF_OPTION_115
79322,TARIFF_OPTION_137
79323,TARIFF_OPTION_87
79323,TARIFF_OPTION_133
79324,TARIFF_OPTION_87
79324,TARIFF_OPTION_95
79324,TARIFF_OPTION_97
79324,TARIFF_OPTION_116
79324,TARIFF_OPTION_137
79325,TARIFF_OPTION_87
79325,TARIFF_OPTION_96
79325,TARIFF_OPTION_102
79325,TARIFF_OPTION_112
79326,TARIFF_OPTION_87
79326,TARIFF_OPTION_95
79326,TARIFF_OPTION_97
79326,TARIFF_OPTION_115
79326,TARIFF_OPTION_137
79327,TARIFF_OPTION_87
79327,TARIFF_OPTION_129
79328,TARIFF_OPTION_87
79328,TARIFF_OPTION_133
79329,TARIFF_OPTION_87
79329,TARIFF_OPTION_134
79330,TARIFF_OPTION_87
79330,TARIFF_OPTION_97
79331,TARIFF_OPTION_87
79331,TARIFF_OPTION_95
79331,TARIFF_OPTION_97
79331,TARIFF_OPTION_115
79331,TARIFF_OPTION_137
79332,TARIFF_OPTION_87
79332,TARIFF_OPTION_95
79332,TARIFF_OPTION_97
79332,TARIFF_OPTION_115
79332,TARIFF_OPTION_137
79333,TARIFF_OPTION_87
79333,TARIFF_OPTION_133
79334,TARIFF_OPTION_87
79334,TARIFF_OPTION_133
79335,TARIFF_OPTION_87
79335,TARIFF_OPTION_95
79335,TARIFF_OPTION_97
79335,TARIFF_OPTION_115
79335,TARIFF_OPTION_137
79336,TARIFF_OPTION_87
79336,TARIFF_OPTION_95
79336,TARIFF_OPTION_97
79336,TARIFF_OPTION_115
79336,TARIFF_OPTION_137
79337,TARIFF_OPTION_87
79337,TARIFF_OPTION_133
79338,TARIFF_OPTION_87
79338,TARIFF_OPTION_95
79338,TARIFF_OPTION_97
79338,TARIFF_OPTION_115
79338,TARIFF_OPTION_137
79339,TARIFF_OPTION_87
79339,TARIFF_OPTION_133
79340,TARIFF_OPTION_87
79340,TARIFF_OPTION_95
79340,TARIFF_OPTION_97
79340,TARIFF_OPTION_117
79341,TARIFF_OPTION_87
79341,TARIFF_OPTION_134
79342,TARIFF_OPTION_87
79342,TARIFF_OPTION_95
79342,TARIFF_OPTION_97
79342,TARIFF_OPTION_117
79343,TARIFF_OPTION_87
79343,TARIFF_OPTION_134
79344,TARIFF_OPTION_87
79344,TARIFF_OPTION_133
79345,TARIFF_OPTION_87
79345,TARIFF_OPTION_95
79345,TARIFF_OPTION_97
79345,TARIFF_OPTION_113
79346,TARIFF_OPTION_87
79346,TARIFF_OPTION_95
79346,TARIFF_OPTION_97
79346,TARIFF_OPTION_115
79346,TARIFF_OPTION_137
79347,TARIFF_OPTION_87
79347,TARIFF_OPTION_133
79348,TARIFF_OPTION_87
79348,TARIFF_OPTION_95
79348,TARIFF_OPTION_97
79348,TARIFF_OPTION_115
79348,TARIFF_OPTION_137
79349,TARIFF_OPTION_87
79349,TARIFF_OPTION_133
79350,TARIFF_OPTION_87
79350,TARIFF_OPTION_129
79351,TARIFF_OPTION_87
79351,TARIFF_OPTION_133
79352,TARIFF_OPTION_87
79352,TARIFF_OPTION_95
79352,TARIFF_OPTION_97
79352,TARIFF_OPTION_115
79352,TARIFF_OPTION_137
79353,TARIFF_OPTION_87
79353,TARIFF_OPTION_133
79354,TARIFF_OPTION_87
79354,TARIFF_OPTION_133
79355,TARIFF_OPTION_87
79355,TARIFF_OPTION_129
79356,TARIFF_OPTION_87
79356,TARIFF_OPTION_133
79357,TARIFF_OPTION_87
79357,TARIFF_OPTION_95
79357,TARIFF_OPTION_97
79357,TARIFF_OPTION_118
79358,TARIFF_OPTION_87
79358,TARIFF_OPTION_131
79359,TARIFF_OPTION_87
79359,TARIFF_OPTION_135
79360,TARIFF_OPTION_87
79360,TARIFF_OPTION_133
79361,TARIFF_OPTION_87
79361,TARIFF_OPTION_97
79362,TARIFF_OPTION_87
79362,TARIFF_OPTION_95
79362,TARIFF_OPTION_97
79362,TARIFF_OPTION_115
79362,TARIFF_OPTION_137
79363,TARIFF_OPTION_87
79363,TARIFF_OPTION_95
79363,TARIFF_OPTION_97
79363,TARIFF_OPTION_115
79363,TARIFF_OPTION_137
79364,TARIFF_OPTION_87
79364,TARIFF_OPTION_133
79365,TARIFF_OPTION_93
79366,TARIFF_OPTION_87
79366,TARIFF_OPTION_95
79366,TARIFF_OPTION_97
79366,TARIFF_OPTION_115
79366,TARIFF_OPTION_137
79367,TARIFF_OPTION_87
79367,TARIFF_OPTION_133
79368,TARIFF_OPTION_87
79368,TARIFF_OPTION_95
79368,TARIFF_OPTION_97
79368,TARIFF_OPTION_117
79369,TARIFF_OPTION_87
79369,TARIFF_OPTION_95
79369,TARIFF_OPTION_97
79369,TARIFF_OPTION_115
79369,TARIFF_OPTION_137
79370,TARIFF_OPTION_87
79370,TARIFF_OPTION_95
79370,TARIFF_OPTION_97
79370,TARIFF_OPTION_118
79371,TARIFF_OPTION_87
79371,TARIFF_OPTION_129
79372,TARIFF_OPTION_87
79372,TARIFF_OPTION_95
79372,TARIFF_OPTION_97
79372,TARIFF_OPTION_113
79373,TARIFF_OPTION_87
79373,TARIFF_OPTION_95
79373,TARIFF_OPTION_97
79373,TARIFF_OPTION_115
79373,TARIFF_OPTION_137
79374,TARIFF_OPTION_87
79374,TARIFF_OPTION_129
79375,TARIFF_OPTION_88
79376,TARIFF_OPTION_87
79376,TARIFF_OPTION_130
79377,TARIFF_OPTION_87
79377,TARIFF_OPTION_129
79378,TARIFF_OPTION_87
79378,TARIFF_OPTION_129
79379,TARIFF_OPTION_87
79379,TARIFF_OPTION_95
79379,TARIFF_OPTION_97
79379,TARIFF_OPTION_117
79380,TARIFF_OPTION_87
79380,TARIFF_OPTION_95
79380,TARIFF_OPTION_97
79380,TARIFF_OPTION_115
79380,TARIFF_OPTION_137
79381,TARIFF_OPTION_87
79381,TARIFF_OPTION_95
79381,TARIFF_OPTION_97
79381,TARIFF_OPTION_115
79381,TARIFF_OPTION_137
79382,TARIFF_OPTION_87
79382,TARIFF_OPTION_95
79382,TARIFF_OPTION_97
79382,TARIFF_OPTION_115
79382,TARIFF_OPTION_137
79383,TARIFF_OPTION_87
79383,TARIFF_OPTION_95
79383,TARIFF_OPTION_97
79383,TARIFF_OPTION_115
79383,TARIFF_OPTION_137
79384,TARIFF_OPTION_87
79384,TARIFF_OPTION_95
79384,TARIFF_OPTION_97
79384,TARIFF_OPTION_116
79384,TARIFF_OPTION_137
79385,TARIFF_OPTION_87
79385,TARIFF_OPTION_129
79386,TARIFF_OPTION_87
79386,TARIFF_OPTION_95
79386,TARIFF_OPTION_97
79386,TARIFF_OPTION_117
79387,TARIFF_OPTION_87
79387,TARIFF_OPTION_95
79387,TARIFF_OPTION_97
79387,TARIFF_OPTION_115
79387,TARIFF_OPTION_137
79388,TARIFF_OPTION_87
79388,TARIFF_OPTION_95
79388,TARIFF_OPTION_97
79388,TARIFF_OPTION_118
79389,TARIFF_OPTION_87
79389,TARIFF_OPTION_129
79390,TARIFF_OPTION_87
79390,TARIFF_OPTION_95
79390,TARIFF_OPTION_97
79390,TARIFF_OPTION_115
79390,TARIFF_OPTION_137
79391,TARIFF_OPTION_87
79391,TARIFF_OPTION_95
79391,TARIFF_OPTION_97
79391,TARIFF_OPTION_117
79392,TARIFF_OPTION_87
79392,TARIFF_OPTION_95
79392,TARIFF_OPTION_97
79392,TARIFF_OPTION_118
79393,TARIFF_OPTION_87
79393,TARIFF_OPTION_129
79394,TARIFF_OPTION_87
79394,TARIFF_OPTION_129
79395,TARIFF_OPTION_87
79395,TARIFF_OPTION_95
79395,TARIFF_OPTION_97
79395,TARIFF_OPTION_115
79395,TARIFF_OPTION_137
79396,TARIFF_OPTION_87
79396,TARIFF_OPTION_95
79396,TARIFF_OPTION_97
79396,TARIFF_OPTION_117
79397,TARIFF_OPTION_87
79397,TARIFF_OPTION_95
79397,TARIFF_OPTION_97
79397,TARIFF_OPTION_115
79397,TARIFF_OPTION_137
79398,TARIFF_OPTION_87
79398,TARIFF_OPTION_95
79398,TARIFF_OPTION_97
79398,TARIFF_OPTION_117
79399,TARIFF_OPTION_87
79399,TARIFF_OPTION_95
79399,TARIFF_OPTION_97
79399,TARIFF_OPTION_115
79399,TARIFF_OPTION_137
79400,TARIFF_OPTION_87
79400,TARIFF_OPTION_95
79400,TARIFF_OPTION_97
79400,TARIFF_OPTION_115
79400,TARIFF_OPTION_137
79401,TARIFF_OPTION_87
79401,TARIFF_OPTION_95
79401,TARIFF_OPTION_97
79401,TARIFF_OPTION_117
79402,TARIFF_OPTION_87
79402,TARIFF_OPTION_95
79402,TARIFF_OPTION_97
79402,TARIFF_OPTION_118
79403,TARIFF_OPTION_87
79403,TARIFF_OPTION_95
79403,TARIFF_OPTION_97
79403,TARIFF_OPTION_113
79404,TARIFF_OPTION_87
79404,TARIFF_OPTION_95
79404,TARIFF_OPTION_97
79404,TARIFF_OPTION_115
79404,TARIFF_OPTION_137
79405,TARIFF_OPTION_87
79405,TARIFF_OPTION_132
79406,TARIFF_OPTION_87
79406,TARIFF_OPTION_130
79407,TARIFF_OPTION_87
79408,TARIFF_OPTION_87
79408,TARIFF_OPTION_95
79408,TARIFF_OPTION_97
79408,TARIFF_OPTION_115
79408,TARIFF_OPTION_137
79409,TARIFF_OPTION_87
79409,TARIFF_OPTION_95
79409,TARIFF_OPTION_97
79409,TARIFF_OPTION_113
79410,TARIFF_OPTION_87
79410,TARIFF_OPTION_95
79410,TARIFF_OPTION_97
79410,TARIFF_OPTION_113
79411,TARIFF_OPTION_87
79411,TARIFF_OPTION_129
79412,TARIFF_OPTION_87
79412,TARIFF_OPTION_95
79412,TARIFF_OPTION_97
79412,TARIFF_OPTION_118
79413,TARIFF_OPTION_87
79413,TARIFF_OPTION_95
79413,TARIFF_OPTION_97
79413,TARIFF_OPTION_118
79414,TARIFF_OPTION_87
79414,TARIFF_OPTION_95
79414,TARIFF_OPTION_97
79414,TARIFF_OPTION_115
79414,TARIFF_OPTION_137
79415,TARIFF_OPTION_87
79415,TARIFF_OPTION_95
79415,TARIFF_OPTION_97
79415,TARIFF_OPTION_113
79416,TARIFF_OPTION_87
79416,TARIFF_OPTION_95
79416,TARIFF_OPTION_97
79416,TARIFF_OPTION_113
79417,TARIFF_OPTION_87
79417,TARIFF_OPTION_95
79417,TARIFF_OPTION_97
79417,TARIFF_OPTION_118
79418,TARIFF_OPTION_87
79418,TARIFF_OPTION_130
79419,TARIFF_OPTION_87
79419,TARIFF_OPTION_95
79419,TARIFF_OPTION_97
79419,TARIFF_OPTION_118
79420,TARIFF_OPTION_87
79420,TARIFF_OPTION_95
79420,TARIFF_OPTION_97
79420,TARIFF_OPTION_116
79420,TARIFF_OPTION_137
79421,TARIFF_OPTION_87
79422,TARIFF_OPTION_87
79422,TARIFF_OPTION_95
79422,TARIFF_OPTION_97
79422,TARIFF_OPTION_118
79423,TARIFF_OPTION_87
79423,TARIFF_OPTION_129
79424,TARIFF_OPTION_87
79424,TARIFF_OPTION_95
79424,TARIFF_OPTION_97
79424,TARIFF_OPTION_115
79424,TARIFF_OPTION_137
79425,TARIFF_OPTION_87
79425,TARIFF_OPTION_95
79425,TARIFF_OPTION_97
79425,TARIFF_OPTION_113
79426,TARIFF_OPTION_87
79426,TARIFF_OPTION_95
79426,TARIFF_OPTION_97
79426,TARIFF_OPTION_113
79427,TARIFF_OPTION_87
79427,TARIFF_OPTION_130
79428,TARIFF_OPTION_87
79428,TARIFF_OPTION_95
79428,TARIFF_OPTION_97
79428,TARIFF_OPTION_116
79428,TARIFF_OPTION_137
79429,TARIFF_OPTION_87
79429,TARIFF_OPTION_95
79429,TARIFF_OPTION_97
79429,TARIFF_OPTION_118
79430,TARIFF_OPTION_87
79430,TARIFF_OPTION_95
79430,TARIFF_OPTION_97
79430,TARIFF_OPTION_118
79431,TARIFF_OPTION_87
79431,TARIFF_OPTION_129
79432,TARIFF_OPTION_87
79432,TARIFF_OPTION_129
79433,TARIFF_OPTION_87
79433,TARIFF_OPTION_129
79434,TARIFF_OPTION_87
79434,TARIFF_OPTION_95
79434,TARIFF_OPTION_97
79434,TARIFF_OPTION_105
79434,TARIFF_OPTION_110
79434,TARIFF_OPTION_111
79434,TARIFF_OPTION_115
79434,TARIFF_OPTION_137
79435,TARIFF_OPTION_87
79435,TARIFF_OPTION_129
79436,TARIFF_OPTION_87
79436,TARIFF_OPTION_129
79437,TARIFF_OPTION_87
79437,TARIFF_OPTION_129
79438,TARIFF_OPTION_87
79438,TARIFF_OPTION_130
79439,TARIFF_OPTION_87
79439,TARIFF_OPTION_95
79439,TARIFF_OPTION_97
79439,TARIFF_OPTION_115
79439,TARIFF_OPTION_137
79440,TARIFF_OPTION_87
79440,TARIFF_OPTION_95
79440,TARIFF_OPTION_97
79440,TARIFF_OPTION_113
